#  N    Kx    Ky    lambda
4 0 0 0.00099755785966942
4 0 0 0.00099755778588252
4 0 0 0.00086669684730998
4 0 0 0.00086669679621283
4 0 0 0.00085775927508952
4 0 0 0.00085775923238201
4 0 0 0.00077369148988629
4 0 0 0.00077369143467621
4 0 0 0.00074932776559559
4 0 0 0.00074932771661574
4 0 0 0.00068559114217959
4 0 0 0.00068559112970452
4 0 0 0.00064265604169035
4 0 0 0.00064265600395731
4 0 0 0.00061411377692379
4 0 0 0.00061411374802004
4 0 0 0.00061325160726195
4 0 0 0.00061325156267208
4 0 0 0.00061250259952495
4 0 0 0.00061250258678482
4 0 0 0.00056827824053438
4 0 0 0.00056827821841327
4 0 0 0.0005407199331809
4 0 0 0.00054071988574661
4 0 0 0.00050816308448334
4 0 0 0.00050816305937966
4 0 0 0.00048789730415384
4 0 0 0.00048789726282779
4 0 0 0.00046302668355654
4 0 0 0.00046302667514964
4 0 0 0.0004608734596731
4 0 0 0.00046087342097055
4 0 0 0.00044740447900197
4 0 0 0.00044740446700363
4 0 0 0.0004269421297061
4 0 0 0.00042694212183218
4 0 0 0.00041764468982808
4 0 0 0.00041764466091517
4 0 0 0.00039445178609929
4 0 0 0.00039445173132951
4 0 0 0.00038433785394207
4 0 0 0.00038433783218022
4 0 0 0.00037765662196958
4 0 0 0.00037765661268927
4 0 0 0.00037436164722935
4 0 0 0.00037436162469524
4 0 0 0.00035578543093665
4 0 0 0.0003557854159057
4 0 0 0.00034860939330128
4 0 0 0.00034860938429434
4 0 0 0.00034540509107698
4 0 0 0.00034540507191873
4 0 0 0.00032783997439512
4 0 0 0.00032783996452211
4 0 0 0.00031241144868932
4 0 0 0.00031241142717757
4 0 0 0.00030683266341499
4 0 0 0.00030683265445212
4 0 0 0.00030313895804612
4 0 0 0.00030313894436355
4 0 0 0.00029855031054596
4 0 0 0.0002985503035589
4 0 0 0.00028222462327475
4 0 0 0.00028222461367802
4 0 0 0.00028211385330362
4 0 0 0.00028211382978836
4 0 0 0.00026612288271548
4 0 0 0.00026612287305567
4 0 0 0.00026296117815223
4 0 0 0.00026296115753103
4 0 0 0.00025722538766865
4 0 0 0.00025722536670816
4 0 0 0.0002525007017624
4 0 0 0.00025250068511956
4 0 0 0.0002443629581372
4 0 0 0.00024436294199692
4 0 0 0.00023916229111154
4 0 0 0.0002391622801672
4 0 0 0.0002365522150422
