#  N    Kx    Ky    lambda
4 0 0 0.00099699153390458
4 0 0 0.00099699147998838
4 0 0 0.00086660140845327
4 0 0 0.0008666013829676
4 0 0 0.00085768592055285
4 0 0 0.00085768589786012
4 0 0 0.00077382722472911
4 0 0 0.00077382718775174
4 0 0 0.00074948392138639
4 0 0 0.00074948389268228
4 0 0 0.00068592225845393
4 0 0 0.00068592224281902
4 0 0 0.0006429141820304
4 0 0 0.00064291415505387
4 0 0 0.00061410724508944
4 0 0 0.00061410723959896
4 0 0 0.000613251397652
4 0 0 0.00061325136932079
4 0 0 0.00061250514159295
4 0 0 0.00061250513498467
4 0 0 0.00056864435626739
4 0 0 0.00056864435127598
4 0 0 0.00054093205564029
4 0 0 0.00054093204783947
4 0 0 0.00050796446704958
4 0 0 0.00050796445778044
4 0 0 0.00048783375609181
4 0 0 0.00048783375013386
4 0 0 0.00046314281310756
4 0 0 0.00046314279768519
4 0 0 0.00046101978481025
4 0 0 0.00046101977533749
4 0 0 0.00044749974796378
4 0 0 0.00044749973940795
4 0 0 0.00042711334524831
4 0 0 0.00042711333702897
4 0 0 0.00041773768886321
4 0 0 0.00041773767086663
4 0 0 0.00039448038365329
4 0 0 0.00039448036714755
4 0 0 0.00038426315935737
4 0 0 0.00038426314144792
4 0 0 0.00037751795592539
4 0 0 0.00037751795388626
4 0 0 0.00037458794004459
4 0 0 0.00037458793694946
4 0 0 0.00035549407127661
4 0 0 0.00035549405761799
4 0 0 0.000348563263067
4 0 0 0.00034856324866079
4 0 0 0.00034543824407762
4 0 0 0.00034543823420246
4 0 0 0.00032788535594533
4 0 0 0.00032788535079317
4 0 0 0.00031230833465065
4 0 0 0.00031230832603784
4 0 0 0.00030693415590216
4 0 0 0.00030693415188774
4 0 0 0.00030301991444658
4 0 0 0.0003030199032758
4 0 0 0.00029842201924262
4 0 0 0.00029842201464505
4 0 0 0.00028223849057593
4 0 0 0.00028223848240067
4 0 0 0.00028217265913025
4 0 0 0.00028217265247726
4 0 0 0.00026605170265834
4 0 0 0.0002660516945048
4 0 0 0.00026296985357905
4 0 0 0.00026296984633433
4 0 0 0.00025704808555924
4 0 0 0.00025704808090966
4 0 0 0.00025265931143903
4 0 0 0.00025265930645037
4 0 0 0.00024438076737487
4 0 0 0.00024438075600426
4 0 0 0.00023917251899765
4 0 0 0.00023917251086587
4 0 0 0.00023652293009372
4 0 0 0.00023652292702856
4 0 0 0.00022737808195222
4 0 0 0.00022737807172682
4 0 0 0.00022404307761223
